,crime_type,crime_category,date,address,y_lon,x_lat,neighborhood
242709,homicide-other,murder,2020-07-02 02:13:00,800 BLK S KNOX CT,-105.0322006,39.7021331,westwood
242710,homicide-other,murder,2018-12-15 09:36:00,5050 N TROY ST,-104.8417153,39.7883484,montbello
242711,homicide-other,murder,2020-09-18 18:37:00,9999 E YALE AVE,-104.872373,39.6681618,hampden
242712,homicide-other,murder,2017-11-06 16:38:00,,-104.9085463,39.7504178,south-park-hill
242713,homicide-other,murder,2020-07-28 05:17:00,1555 N LAFAYETTE ST,-104.9712682,39.7410557,city-park-west
242714,homicide-other,murder,2021-11-26 15:33:00,4515 W 2ND AVE,-105.0450814,39.7206182,barnum-west
242715,homicide-other,murder,2021-07-24 02:27:00,4955 E DONALD AVE,-104.928385,39.6761784,goldsmith
242716,homicide-other,murder,2017-07-31 06:05:00,1500 BLK WYNKOOP ST,-105.0017862,39.7510333,union-station
242717,homicide-other,murder,2021-01-17 02:28:00,,-105.0376512,39.7163587,barnum
242718,homicide-other,murder,2018-03-18 17:18:00,1849 W MOSIER PL,-105.0094862,39.6961024,ruby-hill
242719,homicide-other,murder,2021-11-01 01:22:00,,-104.7568823,39.7751769,gateway-green-valley-ranch
242720,homicide-other,murder,2021-10-25 17:51:00,3600 BLK N MONACO ST,-104.9132669,39.7689856,northeast-park-hill
242721,homicide-other,murder,2022-01-01 04:27:00,1919 BLAKE ST,-104.9954174,39.7538777,union-station
242722,homicide-other,murder,2020-07-25 21:37:00,3200 BLK N HUDSON ST,-104.9238814,39.7634762,northeast-park-hill
242723,homicide-other,murder,2021-09-03 19:37:00,,-104.8283411,39.791106,montbello
242724,homicide-other,murder,2021-05-28 03:39:00,,-104.9847685,39.7340547,capitol-hill
242725,homicide-other,murder,2020-04-23 01:40:00,,-104.8164245,39.7880698,montbello
242726,homicide-other,murder,2019-08-09 03:03:00,,-104.8856137,39.7954954,central-park
242727,homicide-other,murder,2017-06-16 08:40:00,2400 BLOCK CURTIS ST,-104.9848621,39.7547242,five-points
242728,homicide-other,murder,2021-12-27 22:14:00,1201 N WILLIAMS ST,-104.9665407,39.7365842,cheesman-park
242729,homicide-other,murder,2017-07-14 02:47:00,4200 BLOCK N MILWAUKEE ST,-104.9516237,39.7752952,elyria-swansea
242730,homicide-other,murder,2020-04-09 14:48:00,,-104.9450494,39.7572665,skyland
242731,homicide-other,murder,2019-03-22 03:31:00,3298 N HUDSON ST,-104.9238814,39.7634762,northeast-park-hill
242732,homicide-other,murder,2021-12-27 18:22:00,,-104.9873028,39.7176463,speer
242733,homicide-other,murder,2021-06-11 01:01:00,2300 BLOCK CURTIS ST,-104.9856914,39.7541513,five-points
242734,homicide-other,murder,2019-02-27 23:24:00,,-104.9962563,39.7356199,lincoln-park
242735,homicide-other,murder,2020-05-28 20:32:00,1545 S BROADWAY ST,-104.9879204,39.6885542,overland
242736,homicide-other,murder,2020-12-07 07:49:00,4400 BLK N GROVE ST,-105.0265925,39.7769108,berkeley
242737,homicide-other,murder,2017-04-21 20:22:00,,-105.0551655,39.6787882,harvey-park
242738,homicide-other,murder,2019-03-04 02:40:00,2111 W CENTER AVE,-105.0124603,39.7058743,athmar-park
242739,homicide-other,murder,2019-01-31 18:27:00,3600 BLK W COLFAX AVE,-105.0354727,39.7398854,west-colfax
242740,homicide-other,murder,2018-05-25 08:02:00,1040 14TH ST,-104.9976915,39.7447375,cbd
242741,homicide-other,murder,2017-02-14 16:01:00,3735 N YORK ST,-104.9600982,39.7688501,cole
242742,homicide-other,murder,2021-07-18 02:46:00,,-104.9926028,39.7545382,five-points
242743,homicide-other,murder,2019-08-10 20:09:00,1980 S QUEBEC ST,-104.9026578,39.6809757,indian-creek
242744,homicide-other,murder,2018-05-30 12:11:00,,-2.4e-06,1.2e-06,dia
242745,homicide-other,murder,2018-01-26 20:15:00,,-105.0247788,39.710147,athmar-park
242746,homicide-other,murder,2017-12-31 04:08:00,214 S FEDERAL BLVD,-105.0246762,39.7127025,valverde
242747,homicide-other,murder,2018-08-09 12:00:00,765 S BROADWAY ST,-104.9880304,39.702704,baker
242748,homicide-other,murder,2017-11-23 22:58:00,1571 S PATTON CT,-105.0393544,39.6881273,mar-lee
242749,homicide-other,murder,2021-04-10 06:57:00,,-105.0322047,39.702048,westwood
242750,homicide-other,murder,2017-01-25 01:47:00,3927 MORRISON RD,-105.0395243,39.7066395,westwood
242751,homicide-other,murder,2017-05-16 00:10:00,,-104.89674,39.6464967,hampden-south
242752,homicide-other,murder,2020-09-05 20:38:00,1000 BLOCK S QUIVAS ST,-105.0065129,39.697965,athmar-park
242753,homicide-other,murder,2018-03-12 05:31:00,,-105.0267428,39.6682203,harvey-park
242754,homicide-other,murder,2018-09-26 21:00:00,,-104.8849887,39.7377621,east-colfax
242755,homicide-other,murder,2017-08-16 22:51:00,550 N ALTON WAY,-104.8791923,39.7233353,lowry-field
242756,homicide-other,murder,2017-07-19 03:35:00,35TH ST / WALNUT ST,-104.9753652,39.7676234,five-points
242757,homicide-other,murder,2019-08-09 08:17:00,12485 E ALBROOK DR,-104.8434996,39.7817286,montbello
242758,homicide-other,murder,2017-07-29 17:19:00,3250 W SARATOGA AVE,-105.0287668,39.6281216,fort-logan
242759,homicide-other,murder,2020-03-21 18:31:00,,-104.8059542,39.7925135,gateway-green-valley-ranch
242760,homicide-other,murder,2020-07-03 21:27:00,,-104.9077362,39.740635,south-park-hill
242761,homicide-other,murder,2020-06-10 15:52:00,3000 BLK N FOX ST,-104.9957585,39.7598556,five-points
242762,homicide-other,murder,2018-06-16 22:39:00,1881 CURTIS ST,-104.9916478,39.7498782,cbd
242763,homicide-other,murder,2021-07-31 04:24:00,67 N QUITMAN ST,-105.0412462,39.7178004,barnum-west
242764,homicide-other,murder,2021-05-01 02:34:00,,-104.7394946,39.7814679,gateway-green-valley-ranch
242765,homicide-other,murder,2021-04-01 16:48:00,,-105.0247502,39.7106932,athmar-park
242766,homicide-other,murder,2020-06-17 14:44:00,,-104.8884987,39.7450608,east-colfax
242767,homicide-other,murder,2020-11-12 09:22:00,4720 N FILLMORE ST,-104.9525873,39.7822067,elyria-swansea
242768,homicide-other,murder,2020-10-10 16:29:00,10 W 14TH AVE,-104.9882243,39.7375179,civic-center
242769,homicide-other,murder,2018-03-16 00:07:00,600 BLK 17TH ST,-104.9897577,39.7461941,cbd
242770,homicide-other,murder,2018-01-31 00:23:00,2100 BLOCK ARAPAHOE ST,-104.9889616,39.7529549,five-points
242771,homicide-other,murder,2021-02-10 23:45:00,E 17TH AVE / N UINTA ST,-104.892859,39.7437904,east-colfax
242772,homicide-other,murder,2021-10-14 23:17:00,,-104.9018842,39.7284053,lowry-field
242773,homicide-other,murder,2019-09-21 10:08:00,,-104.7681627,39.7780368,gateway-green-valley-ranch
242774,homicide-other,murder,2019-06-20 18:27:00,,-105.0328247,39.7167625,barnum
242775,homicide-other,murder,2017-01-31 23:10:00,16TH ST / WYNKOOP ST,-105.0009193,39.7519054,union-station
242776,homicide-other,murder,2020-08-05 05:35:00,,-104.7804884,39.7931925,gateway-green-valley-ranch
242777,homicide-other,murder,2019-09-15 22:09:00,,-104.8905506,39.7401547,east-colfax
242778,homicide-other,murder,2021-06-21 05:42:00,,-104.8748421,39.6713267,hampden
242779,homicide-other,murder,2021-07-17 10:43:00,,-104.9458953,39.7397914,congress-park
242780,homicide-other,murder,2018-02-13 19:20:00,,-104.9939516,39.7455588,cbd
242781,homicide-other,murder,2021-09-12 18:39:00,,-104.8619644,39.6584037,kennedy
242782,homicide-other,murder,2021-08-21 06:20:00,12245 E ALBROOK DR,-104.8450138,39.7834116,montbello
242783,homicide-other,murder,2020-01-22 19:27:00,,-105.0189816,39.6847294,ruby-hill
242784,homicide-other,murder,2018-03-18 18:26:00,2500 BLOCK N GROVE ST,-105.0266339,39.7539168,sloan-lake
242785,homicide-other,murder,2017-09-08 07:29:00,,-104.7676366,39.8021726,dia
242786,homicide-other,murder,2020-04-20 06:01:00,I70 HWYWB / N COLORADO BLVD,-104.9406667,39.7800862,elyria-swansea
242787,homicide-other,murder,2021-10-10 01:04:00,7355 E 22ND AVE,-104.9025644,39.7499812,east-colfax
242788,homicide-other,murder,2021-02-10 20:32:00,,-104.797438,39.784381,gateway-green-valley-ranch
242789,homicide-other,murder,2021-07-23 01:25:00,,-104.8118799,39.7732573,montbello
242790,homicide-other,murder,2019-10-18 12:21:00,7201 E 36TH AVE,-104.9047794,39.7676582,northeast-park-hill
242791,homicide-other,murder,2019-09-16 23:46:00,,-104.8122184,39.793868,montbello
242792,homicide-other,murder,2018-10-18 21:52:00,,-104.9907453,39.7184272,baker
242793,homicide-other,murder,2019-02-01 15:12:00,200 BLK S CANOSA CT,-105.018819,39.7125963,valverde
242794,homicide-other,murder,2017-09-20 03:47:00,3100 BLK N MARION ST,-104.9724594,39.7609202,whittier
242795,homicide-other,murder,2021-08-01 22:01:00,3625 N ELIZABETH ST,-104.9561686,39.7672919,clayton
242796,homicide-other,murder,2020-09-18 01:41:00,,-104.9017787,39.7737128,central-park
242797,homicide-other,murder,2020-07-07 10:30:00,2505 W 8TH AVE,-105.0174725,39.7295539,sun-valley
242798,homicide-other,murder,2020-04-11 21:22:00,,-105.0439245,39.6880408,mar-lee
242799,homicide-other,murder,2018-10-05 22:14:00,,-105.001928,39.7390866,lincoln-park
242800,homicide-other,murder,2018-10-03 20:50:00,,-105.0527395,39.7249659,barnum-west
242801,homicide-other,murder,2017-08-23 19:01:00,,-105.0529664,39.7351105,west-colfax
242802,homicide-other,murder,2020-05-17 01:04:00,,-104.8855599,39.7330404,east-colfax
242803,homicide-other,murder,2021-08-22 14:17:00,19TH ST / BLAKE ST,-104.9955244,39.7533429,union-station
242804,homicide-other,murder,2018-07-30 01:03:00,5221 E THRILL PL,-104.9269829,39.7630823,northeast-park-hill
242805,homicide-other,murder,2017-07-09 00:15:00,,-104.9805078,39.7399548,capitol-hill
242806,homicide-other,murder,2020-09-05 23:46:00,,-105.0309614,39.7120606,barnum
242807,homicide-other,murder,2018-12-22 08:55:00,,-104.8713333,39.7080982,windsor
242808,homicide-other,murder,2021-12-19 08:41:00,E 40TH AVE / N CHAMBERS RD,-104.8098811,39.773188,montbello
242809,homicide-other,murder,2017-11-25 03:15:00,,-105.0235388,39.7106005,athmar-park
242810,homicide-other,murder,2017-02-25 05:51:00,15TH ST / MARKET ST,-104.999493,39.7489372,union-station
242811,homicide-other,murder,2018-09-28 04:44:00,1400 BLOCK MARKET ST,-105.0004598,39.7480217,union-station
242812,homicide-other,murder,2021-07-28 12:51:00,3500 BLOCK RINGSBY CT,-104.9817241,39.771698,globeville
242813,homicide-other,murder,2019-07-02 21:08:00,8405 E COLFAX AVE,-104.8901782,39.7404547,east-colfax
242814,homicide-other,murder,2021-01-22 16:31:00,,-105.0062742,39.7111826,athmar-park
242815,homicide-other,murder,2020-09-25 04:10:00,N SPEER BLVD / STOUT ST,-104.9988427,39.7414014,cbd
242816,homicide-other,murder,2019-06-06 05:39:00,E 42ND AVE / N GARFIELD ST,-104.9440792,39.7751061,elyria-swansea
242817,homicide-other,murder,2021-02-07 02:04:00,3000 BLOCK S IRVING ST,-105.0315257,39.6626774,harvey-park-south
242818,homicide-other,murder,2020-09-07 03:30:00,,-104.8701417,39.6709721,hampden
242819,homicide-other,murder,2020-05-22 04:00:00,1811 S QUEBEC WAY,-104.8939,39.6825918,indian-creek
242820,homicide-other,murder,2020-12-29 09:00:00,1700 BLOCK S JAVA WAY,-105.0305476,39.6857123,mar-lee
242821,homicide-other,murder,2018-07-23 14:45:00,6200 BLOCK E 35TH AVE,-104.9161129,39.7655682,northeast-park-hill
242822,homicide-other,murder,2021-08-04 12:10:00,W 9TH AVE / N YATES ST,-105.0510388,39.7312817,villa-park
242823,homicide-other,murder,2018-04-05 21:34:00,5000 N BEELER ST,-104.8807164,39.7882909,central-park
242824,homicide-other,murder,2019-02-21 00:54:00,6900 E EVANS AVE,-104.9073281,39.6778367,goldsmith
242825,homicide-other,murder,2020-10-17 13:09:00,4333 S SYRACUSE ST,-104.9000101,39.6382526,hampden-south
242826,homicide-other,murder,2019-02-20 03:13:00,,-104.9976949,39.7477409,union-station
242827,homicide-other,murder,2021-06-13 20:15:00,8800 BLK E COLFAX AVE,-104.8849276,39.7398564,east-colfax
242828,homicide-other,murder,2021-06-06 23:28:00,1400 BLK N JERSEY ST,-104.9192104,39.7394788,montclair
242829,homicide-other,murder,2019-12-11 16:36:00,811 E 17TH AVE,-104.9771316,39.7435087,north-capitol-hill
242830,homicide-other,murder,2017-07-12 00:13:00,4041 N SHOSHONE ST,-105.0099728,39.7724806,sunnyside
242831,homicide-other,murder,2019-09-13 17:54:00,E 21ST AVE / N YORK ST,-104.9597699,39.7481988,city-park-west
242832,homicide-other,murder,2020-09-27 01:20:00,S LOCUST ST / E CEDAR AVE,-104.9141927,39.7131073,hilltop
242833,homicide-other,murder,2017-10-11 17:31:00,4757 N VASQUEZ BLVD,-104.9493955,39.7831334,elyria-swansea
242834,homicide-other,murder,2018-06-01 02:47:00,I25 HWYSB / S UNIVERSITY BLVD,-104.9594483,39.6847261,university
242835,homicide-other,murder,2017-05-23 00:49:00,W 11TH AVE / N BROADWAY ST,-104.9874154,39.7338549,civic-center
242836,homicide-other,murder,2018-01-04 20:33:00,24 S HAZEL CT,-105.0271956,39.7159823,barnum
242837,homicide-other,murder,2020-11-10 14:41:00,1410 N XAVIER ST,-105.0497317,39.7388317,west-colfax
242838,homicide-other,murder,2020-06-20 03:55:00,300 BLOCK 22ND ST,-104.9820031,39.7483839,five-points
242839,homicide-other,murder,2018-11-18 12:04:00,1200 BLOCK PARK AVEW,-104.9883762,39.7551953,five-points
242840,homicide-other,murder,2017-03-17 05:56:00,1400 BLK S FEDERAL BLVD,-105.0245971,39.6897514,ruby-hill
242841,homicide-other,murder,2021-03-06 02:47:00,,-104.7650552,39.7825828,gateway-green-valley-ranch
242842,homicide-other,murder,2019-05-23 21:33:00,,-105.0583118,39.6564422,bear-valley
242843,homicide-other,murder,2019-08-08 19:05:00,,-105.0371908,39.6848327,mar-lee
242844,homicide-other,murder,2021-03-10 07:11:00,,-104.9918017,39.6677889,overland
242845,homicide-other,murder,2020-06-16 19:27:00,4655 N HUMBOLDT ST,-104.9713893,39.7811423,elyria-swansea
242846,homicide-other,murder,2018-07-28 01:27:00,,-104.9058073,39.6547735,hampden
242847,homicide-other,murder,2019-04-28 17:00:00,1601 W EVANS AVE,-105.0067861,39.6788066,college-view-south-platte
242848,homicide-other,murder,2021-11-12 05:19:00,1222 S FEDERAL BLVD,-105.024567,39.6941987,ruby-hill
242849,homicide-other,murder,2021-01-27 03:37:00,5500 E COLFAX AVE,-104.9230578,39.7399287,hale
242850,homicide-other,murder,2020-04-24 00:59:00,,-104.809709,39.7841653,gateway-green-valley-ranch
242851,homicide-other,murder,2017-05-11 17:10:00,1680 N SHERMAN ST,-104.9844619,39.7428822,north-capitol-hill
242852,homicide-other,murder,2017-11-16 19:44:00,,-104.928472,39.7628095,northeast-park-hill
242853,homicide-other,murder,2017-08-20 00:16:00,,-104.8393686,39.7873909,montbello
242854,homicide-other,murder,2019-06-03 05:05:00,900 BLOCK 21ST ST,-104.9881805,39.7513099,five-points
242855,homicide-other,murder,2021-11-12 08:52:00,N LOGAN ST / E 48TH AVE,-104.982307,39.783807,globeville
242856,homicide-other,murder,2017-05-03 03:18:00,,-105.042949,39.7096151,westwood
242857,homicide-other,murder,2020-09-08 13:20:00,1100 BLK ST FRANCIS WAY,-105.0003654,39.7422946,auraria
242858,homicide-other,murder,2019-09-18 16:42:00,,-104.9124386,39.6848712,virginia-village
242859,homicide-other,murder,2019-07-05 00:45:00,,-105.0383786,39.6711629,harvey-park
242860,homicide-other,murder,2020-01-17 22:00:00,,-104.8849905,39.7395794,east-colfax
242861,homicide-other,murder,2020-05-09 12:20:00,1400 BLOCK N VERBENA ST / VALENTIA  ALLEY,-104.890249,39.7388491,east-colfax
242862,homicide-other,murder,2020-01-09 20:57:00,S CHERRY ST / E JEWELL AVE,-104.9341426,39.6820813,virginia-village
242863,homicide-other,murder,2020-05-09 20:24:00,,-105.0248479,39.6999485,athmar-park
242864,homicide-other,murder,2017-07-31 10:08:00,,-104.9798226,39.7522807,five-points
242865,homicide-other,murder,2019-09-06 09:46:00,2200 BLOCK N IVANHOE ST,-104.9207671,39.749482,south-park-hill
242866,homicide-other,murder,2021-12-17 05:01:00,,-104.9950943,39.742931,cbd
242867,homicide-other,murder,2020-08-16 22:23:00,,-105.0246907,39.7053177,athmar-park
242868,homicide-other,murder,2021-02-20 23:55:00,,-105.0141482,39.7403291,lincoln-park
242869,homicide-other,murder,2017-01-23 19:28:00,3032 W COLORADO AVE,-105.0256864,39.6847319,mar-lee
242870,homicide-other,murder,2020-07-12 01:46:00,,-104.8351466,39.7793208,montbello
242871,homicide-other,murder,2019-04-02 20:41:00,900 E COLFAX AVE,-104.9763373,39.7398732,capitol-hill
242872,homicide-other,murder,2018-04-30 03:52:00,5800 N TOWER RD,-104.770958,39.8021026,dia
242873,homicide-other,murder,2020-10-31 22:05:00,1212 N ROSEMARY ST,-104.8996224,39.7359434,east-colfax
242874,homicide-other,murder,2018-02-06 08:51:00,8200 BLK E COLFAX AVE,-104.8919896,39.7398766,east-colfax
242875,homicide-other,murder,2019-06-02 05:42:00,5100 BLK MORRISON RD,-105.052237,39.6978707,westwood
242876,homicide-other,murder,2021-11-05 01:58:00,N GLOBEVILLE RD / PARK AVEW,-104.9949518,39.765683,globeville
242877,homicide-other,murder,2017-06-28 03:47:00,3900 BLOCK S BOSTON ST,-104.8804498,39.6441443,hampden-south
242878,homicide-other,murder,2019-11-02 08:39:00,800 BLOCK N MARIPOSA NAVAJO ALY,-105.0035802,39.7297294,lincoln-park
242879,homicide-other,murder,2020-08-14 06:36:00,,-104.9108333,39.7529412,north-park-hill
242880,homicide-other,murder,2020-03-09 15:52:00,1015 N SHERIDAN BLVD,-105.0535714,39.7333476,villa-park
242881,homicide-other,murder,2018-07-02 01:44:00,,-104.9798149,39.7408439,north-capitol-hill
242882,homicide-other,murder,2018-02-10 11:47:00,1490 N ZENOBIA ST,-105.0519774,39.7402074,west-colfax
242883,homicide-other,murder,2021-07-19 03:32:00,1600 BLK BLAKE ST,-104.9990046,39.750596,union-station
242884,homicide-other,murder,2019-08-26 03:40:00,E 27TH AVE / N HIGH ST,-104.9647234,39.7557325,whittier
242885,homicide-other,murder,2021-08-06 22:32:00,,-104.9919117,39.7561632,five-points
242886,homicide-other,murder,2019-08-31 23:05:00,10025 E GIRARD AVE,-104.8707133,39.6555572,hampden
242887,homicide-other,murder,2018-03-21 20:01:00,633 N LIPAN ST,-105.0019503,39.726431,lincoln-park
242888,homicide-other,murder,2021-07-24 17:48:00,4762 N VINE ST,-104.9622189,39.7831625,elyria-swansea
456666,homicide-family,murder,2021-05-29 07:14:00,7108 E LOWRY BLVD,-104.9053008,39.7166838,lowry-field
456667,homicide-family,murder,2021-09-29 02:41:00,2285 S MARION ST,-104.9726138,39.6751415,university
457359,homicide-other,murder,2021-09-16 09:52:00,,-104.8849882,39.7394339,east-colfax
458400,homicide-other,murder,2022-01-15 18:55:00,29TH ST / ARKINS CT,-104.9885154,39.7658557,five-points
458401,homicide-other,murder,2022-01-13 04:56:00,,-105.1035633,39.6295454,marston
459233,homicide-other,murder,2022-01-18 06:46:00,3550 S KENDALL ST,-105.0657876,39.6519429,bear-valley
460289,homicide-other,murder,2022-01-22 01:26:00,5035 W COLFAX AVE,-105.0517607,39.7407255,west-colfax
462430,homicide-other,murder,2022-01-29 21:05:00,1400 BLK N OGDEN ST,-104.9749255,39.7389362,capitol-hill
462431,homicide-other,murder,2022-01-28 22:51:00,,-104.9729924,39.7586331,whittier
462432,homicide-other,murder,2022-01-29 21:45:00,E 58TH AVE / N CEYLON ST,-104.7647858,39.8018199,dia
465211,traf-vehicular-homicide,murder,2021-10-07 09:56:00,E 21ST AVE / N FRANKLIN ST,-104.9684296,39.7482108,city-park-west
467190,homicide-other,murder,2022-02-16 23:55:00,760 E COLFAX AVE,-104.978009,39.739812,capitol-hill
467982,homicide-other,murder,2022-02-19 10:44:00,,-105.0286655,39.6908412,mar-lee
468736,homicide-other,murder,2022-01-29 04:34:00,4250 N CROWN BLVD,-104.8398734,39.7772445,montbello
